Student,Text,No evidence,Target phenomena,Set-up conditions,Entities,Activities,Properties,Organization,Chaining
S,We don't even know how much like - cause you can have like infinite if it's like heating up or cooling down at a rate.,1,0,0,0,0,0,0,0
L,So it's just like we make up an amount of work that some heater is doing?,0,0,1,0,0,0,0,0
S,Yeah we could -,1,0,0,0,0,0,0,0
C,Yeah just make up work.,1,0,0,0,0,0,0,0
L,Some cooler I mean.,0,0,0,1,0,0,0,0
S,- look up like how good AC systems are.,0,0,0,1,0,0,0,0
M,Yeah.,1,0,0,0,0,0,0,0
L,Yeah.,1,0,0,0,0,0,0,0
C,Yeah or like amount of work AC systems -,1,0,0,0,0,0,0,0
C,How good a bad AC system is.,0,0,1,0,0,0,0,0
S,Yeah.,1,0,0,0,0,0,0,0
C,Yeah. Oh yeah. Old cooling systems. Let's see when was like Farfar's made?,0,0,1,0,0,0,0,0
L,We need more numbers. This is too vague.,1,0,0,0,0,0,0,0
S,Mhm.,1,0,0,0,0,0,0,0
L,Oh do we need to do this?,1,0,0,0,0,0,0,0
S,Yeah.,1,0,0,0,0,0,0,0
C,"Ok. On the Farfar's website it says wrapping up our fortieth year, so it's forty years old. I don't know if their AC system is forty years old. But...",0,0,1,0,0,0,0,0
S,Sure why not?,1,0,0,0,0,0,0,0
C,Ok.,1,0,0,0,0,0,0,0
L,Should we see how the - I feel like he lectured about how the AC things work.,1,0,0,0,0,0,0,0
S,Really?,1,0,0,0,0,0,0,0
M,Oh they're the...,1,0,0,0,0,0,0,0
L,"Not really. The have a name, but it's not that.",1,0,0,0,0,0,0,0
M,Heat - the opposite of a heat engine?,1,0,0,0,0,0,0,0
C,Oh yeah.,1,0,0,0,0,0,0,0
S,Ooh yeah.,1,0,0,0,0,0,0,0
C,That's somewhere.,1,0,0,0,0,0,0,0
L,It's the thing with weird efficiency that's like bigger than one.,1,0,0,0,0,0,0,0
M,Oh the - yeah. A turbine? No that's not... a refrigerator?,0,0,1,0,0,0,0,0
L,Oh yeah.,1,0,0,0,0,0,0,0
M,Or a heat pump?,0,0,1,0,0,0,0,0
L,Refrigerator. Wait no. Yeah heat pump.,0,0,1,0,0,0,0,0
C,A heat pump? Ok. That's fair.,0,0,1,0,0,0,0,0
L,So we can come up with like a COP for coefficient of performance of the heat pump.,0,0,1,0,0,0,0,0
C,Yeah.,1,0,0,0,0,0,0,0
L,And then decide like how much it can actually cool.,1,0,0,0,0,0,0,0
C,Ok.,1,0,0,0,0,0,0,0
L,So it's just like some number bigger than one.,1,0,0,0,0,0,0,0
M,I think -,1,0,0,0,0,0,0,0
L,So we could - yeah - and from that we can find the temperature things. Cause it's like COP -,1,0,0,0,0,0,0,0
M,I think it would be a refrigerator because we're trying to keep it cool.,0,0,1,0,0,0,0,0
L,Oh right right that's actually a heater.,0,0,1,0,0,0,0,0
C,Ok so yeah refrigerators and heat pumps.,0,0,1,0,0,0,0,0
M,But it's the same...,1,0,0,0,0,0,0,0
C,Can be created...refrigerator's it's greater than or equal to zero than zero it said? Right? Or if it's like the -,1,0,0,0,0,0,0,0
L,Oh it says it -,1,0,0,0,0,0,0,0
M,Yeah greater than or equal to zero.,1,0,0,0,0,0,0,0
L,Says it can be greater than one but I don't really know what that means.,1,0,0,0,0,0,0,0
S,Here I have the lecture pulled up.,1,0,0,0,0,0,0,0
C,Oh.,1,0,0,0,0,0,0,0
S,Yeah so this is way better. Definitely refrigerator.,0,0,1,0,0,0,0,0
C,"Ok so it says the COP refrigerator is yeah greater than or equal to zero, and the equation for it... ok. So. Um.",1,0,0,0,0,0,0,0
S,So yeah that's like -,1,0,0,0,0,0,0,0
C,"Use... um... ok so the idea is to use a COP for refrigerators. Ok. So the equations that they have... ok so work net in is q high minus q low ok. And then the COP for refrigerator is qL over work net in, which is qL over... ok. And then the COP r is greater than or equal to zero. Ok. So we have to find q high and q low?",1,0,0,0,0,0,0,0
S,"Yeah, so I guess we just make -",1,0,0,0,0,0,0,0
C,Make that up yeah. Cause then if we have that and then we have - do we like make up this.,1,0,0,0,0,0,0,0
L,Is q low what we're finding though? Isn't that what we want in the end?,1,0,0,0,0,0,0,0
M,The heat trasnfer.,1,0,0,0,0,0,0,0
C,Oh yeah so we are trying to find.,1,0,0,0,0,0,0,0
M,Then what would be the heat source?,1,0,0,0,0,0,0,0
C,So do we make up the work that we...?,1,0,0,0,0,0,0,0
S,Yeah.,1,0,0,0,0,0,0,0
L,Or do we make up the coefficient of performance?,1,0,0,0,0,0,0,0
M,Maybe we could look up -,1,0,0,0,0,0,0,0
S,"We could make up a coefficient of performance, but you have to make up like the things that go into it too.",1,0,0,0,0,0,0,0
C,Yeah.,1,0,0,0,0,0,0,0
M,COP r for AC.,1,0,0,0,0,0,0,0
L,That's work? Yeah.,1,0,0,0,0,0,0,0
C,But the only thing we can make up that goes to it is work net. Make up - estimate based on our dimensions.,1,0,0,0,0,0,0,0
L,So what's the work that's - work value that's reasonable?,1,0,0,0,0,0,0,0
S,I have no idea.,1,0,0,0,0,0,0,0
C,"Let me see. I like tried to pull up a history of AC units. Let's see. History of air conditioning. Mechanical refrigeration... So if it was built forty years ago, we can say it like is in the 1980s. Ok... we're getting there. Alright there's a little gap from - they have something in 1947 and then something in like 1975 to 1978.",1,0,0,0,0,0,0,0
S,I feel like we should just do one in like the 70s.,1,0,0,0,0,0,0,0
C,Ok.,1,0,0,0,0,0,0,0
M,That seems fine.,1,0,0,0,0,0,0,0
S,Just get a number close to there.,1,0,0,0,0,0,0,0
C,1970s.,1,0,0,0,0,0,0,0
L,Forgot that was going.,1,0,0,0,0,0,0,0
M,Did it say something in the book as like an example for what it could be?,1,0,0,0,0,0,0,0
S,Oh yeah we could look.,1,0,0,0,0,0,0,0
L,What chapter is this?,1,0,0,0,0,0,0,0
M,Seven point four.,1,0,0,0,0,0,0,0
L,Ok.,1,0,0,0,0,0,0,0
S,There's the same picture from the side.,1,0,0,0,0,0,0,0
M,Seems too complicated.,1,0,0,0,0,0,0,0
L,Oh this is what we're doing.,1,0,0,0,0,0,0,0
C,Oh.,1,0,0,0,0,0,0,0
S,Mhm.,1,0,0,0,0,0,0,0
L,So this is like the outside I guess -,1,0,0,0,0,0,0,0
S,Yeah this is -,1,0,0,0,0,0,0,0
C,Ok.,1,0,0,0,0,0,0,0
L,- and that's the room. We're finding this.,1,0,0,0,0,0,0,0
C,Ok.,1,0,0,0,0,0,0,0
S,"Yeah so I guess you could like figure this out cause we have the temperatures, and then just like figure out what those are going to be.",1,0,0,0,0,0,0,0
L,Figure what out from the temperatures?,1,0,0,0,0,0,0,0
M,For like an ideal -,1,0,0,0,0,0,0,0
S,First we just find like q high and then like those two are just gonna be related?,1,0,0,0,0,0,0,0
L,How do we find q high?,1,0,0,0,0,0,0,0
M,"If we assume it's an ideal system, can't we find that?",1,0,0,0,0,0,0,0
L,I think we definitely have to estimate something before we can do anything.,1,0,0,0,0,0,0,0
S,Yeah.,1,0,0,0,0,0,0,0
C,I feel like the work probably.,1,0,0,0,0,0,0,0
L,Yeah. Yeah.,1,0,0,0,0,0,0,0
C,I don't know. Cause we have to like find it.,1,0,0,0,0,0,0,0
L,Should we just find like an example problem and do a work value close to that?,1,0,0,0,0,0,0,0
C,Yeah. Maybe.,1,0,0,0,0,0,0,0
L,Cause I feel like the AC units have like a big range.,1,0,0,0,0,0,0,0
C,Here I'll draw this little picture.,1,0,0,0,0,0,0,0
L,So it probably would be fine.,1,0,0,0,0,0,0,0
C,Is it this one?,1,0,0,0,0,0,0,0
L,Yeah it's that.,1,0,0,0,0,0,0,0
C,Ok. I'll draw this in here so we have a little.,1,0,0,0,0,0,0,0
L,Oh this is the point when I stopped copying down.,1,0,0,0,0,0,0,0
M,"For Carnot, for a reversible refrigerator, you can use the temperature values to estimate the COP, and then we could like estimate how efficient like compared to actual.",1,0,0,0,0,0,0,0
S,"Yeah cause if it's reversible, then the COP is like one over the high temperautre over the low temperature.",1,0,0,0,0,0,0,0
L,Oh that's true. Oh that was written in this book in pencil somewhere.,1,0,0,0,0,0,0,0
S,It's on the slide.,1,0,0,0,0,0,0,0
L,But it's in this book in pencil. Right here.,1,0,0,0,0,0,0,0
M,So then do we have - then we either have to just go with it being ideal or estimate how efficient it is compared to ideal.,1,0,0,0,0,0,0,0
L,So we can just make up a COP then.,1,0,0,0,0,0,0,0
S,"Well we - like the T low then here would be uh 285, and then the high would be 299 right so if we said it was reversible, then we could calculate the COP?",1,0,0,0,0,0,0,0
L,Mhm.,1,0,0,0,0,0,0,0
M,If we're an ideal system yeah.,1,0,0,0,0,0,0,0
S,Yeah if it was ideal reversible Carnot refrigerator.,1,0,0,0,0,0,0,0
M,So then we just need -,1,0,0,0,0,0,0,0
S,Is that reasonable?,1,0,0,0,0,0,0,0
M,I think we can do that and then just find one lower than that. And it would be an actual.,1,0,0,0,0,0,0,0
C,Ok so like calculate it out based on that one and then make it like a little lower because it's not that good of a refrigerator. Alright. Alright I drew the picture. Um so.,0,0,1,0,0,0,0,0
S,Use this equation so if we just use that and we have like high and low so,1,0,0,0,0,0,0,0
L,This equation?,1,0,0,0,0,0,0,0
S,Yeah.,1,0,0,0,0,0,0,0
L,So nineteen - that doesn't make sense.,1,0,0,0,0,0,0,0
S,What?,1,0,0,0,0,0,0,0
L,Can that be it? For COP can it be nineteen?,1,0,0,0,0,0,0,0
S,Just says greater than zero.,1,0,0,0,0,0,0,0
C,Ok so COP r...,1,0,0,0,0,0,0,0
L,I got nineteen point six.,1,0,0,0,0,0,0,0
S,Yeah that seems reasonable.,1,0,0,0,0,0,0,0
L,And then...,1,0,0,0,0,0,0,0
S,Yeah it has to be something less than nineteen point six.,1,0,0,0,0,0,0,0
L,So should we just say it's ten?,1,0,0,0,0,0,0,0
C,"yeah I don't - I feel like it's wrong but I don't know how to like correctly guesstimate. One over 399.873, 8.7 over 285.928 minus one. Do these have units? Probably. I don't know.",1,0,0,0,0,0,0,0
L,COP? No.,1,0,0,0,0,0,0,0
S,I don't think so. Cause this is gonna...it's a ratio.,1,0,0,0,0,0,0,0
C,Uh yeah. Ok. Um.,1,0,0,0,0,0,0,0
L,But we still need to estimate work I think. To get q L.,1,0,0,0,0,0,0,0
M,Yeah.,1,0,0,0,0,0,0,0
C,Yeah I think so too. Ok so should we ha - hm - I don't know how the dimensions of the building like apply to this.,1,0,0,0,0,0,0,0
L,I don't either. What's that long equation? That might be useful.,1,0,0,0,0,0,0,0
C,Oh I -,1,0,0,0,0,0,0,0
L,Q minus W. Cause we said it's a closed system so the - oh wait no that's for open systems.,1,0,0,0,0,0,0,0
C,Cause that's the m dot one.,1,0,0,0,0,0,0,0
M,There's one for closed systems too. Oh it just is the change in energy,1,0,0,0,0,0,0,0
C,Change in energy is q minus w.,1,0,0,0,0,0,0,0
M,"But we know that the temperature's constant, so can we say that the internal energy doesn't change? If the temperature's constant. If yeah.",1,0,0,0,0,0,0,0
C,Since - ok since the,1,0,0,0,0,0,0,0
M,I don't know if that is an appropriate assumption.,1,0,0,0,0,0,0,0
C,Ok. Ok so what do we want to estimate to be around? Like -,1,0,0,0,0,0,0,0
L,The work?,1,0,0,0,0,0,0,0
C,Like the COP. Like 10?,1,0,0,0,0,0,0,0
L,Oh I think - like I guess 10 seems fine.,1,0,0,0,0,0,0,0
S,It's a round number.,1,0,0,0,0,0,0,0
C,"Perfect. Ok. Yeah I just was like the cooling system in the shop is old and worse, so it's a lower COP value, so we estimate 10.",1,0,0,0,0,0,0,0
S,Love it.,1,0,0,0,0,0,0,0
C,Sounds great.,1,0,0,0,0,0,0,0
M,And then I think work of a - are we looking for the rate form or the non-rate form of this equation?,1,0,0,0,0,0,0,0
C,Um.,1,0,0,0,0,0,0,0
L,I don't know. I was wondering that. Cause it says find maximum -,1,0,0,0,0,0,0,0
C,Heat loss.,1,0,0,0,0,0,0,0
L,Which could be either I think.,1,0,0,0,0,0,0,0
C,Yeah.,1,0,0,0,0,0,0,0
S,Heat loss seems like it would be total but like total over what time? So like could say like per day I guess.,1,0,0,0,0,0,0,0
C,Yeah.,1,0,0,0,0,0,0,0
L,So it's the rate then.,1,0,0,0,0,0,0,0
C,Ok. So w.,1,0,0,0,0,0,0,0
M,So watts for a central AC - an average central AC would use three thousand to five thousand watts of power.,1,0,0,0,0,0,0,0
C,Ok. Central AC uses three thousand to five thousand?,1,0,0,0,0,0,0,0
M,According to this website. And then like window units and stuff use different amounts.,1,0,0,0,0,0,0,0
C,Ok. It's probably bigger than a window unit. So. Do we - hm - should probably use that higher amount since it's like an older system.,1,0,0,0,0,0,0,0
S,In the book - um sorry I was just reading this - it says most air-conditioners or heat pumps have um blah blah blah which correspond to COP values of 3.8 to 6.2.,0,0,0,0,0,1,0,0
M,Hm.,1,0,0,0,0,0,0,0
L,"Oh, so maybe we should just say it's 3.8.",1,0,0,0,0,0,0,0
M,Yeah.,1,0,0,0,0,0,0,0
L,And erase this.,1,0,0,0,0,0,0,0
M,Yeah that makes -,1,0,0,0,0,0,0,0
S,"The COPs of refrigerators are in the range of 2.6 to 3 for cutting and preparation rooms, 2.3 to 2.6 for meat, delis, dairy, and produce, 1.2 to 1.5 for frozen foods.",0,0,0,0,0,1,0,0
M,So...,1,0,0,0,0,0,0,0
C,Should do 1.5?,1,0,0,0,0,0,0,0
L,So what's the dairy one?,1,0,0,0,0,0,0,0
S,Well this is for frozen. It's ice cream.,0,0,0,1,0,0,0,0
L,Oh oh right. So we should do 1.2 cause it's bad?,1,0,0,0,0,0,0,0
S,But like that's like for the freezer.,0,0,1,0,0,0,0,0
M,Itself.,1,0,0,0,0,0,0,0
L,Oh not the room.,1,0,0,0,0,0,0,0
S,But we're doing the whole thing so it needs to be like -,0,0,1,0,0,0,0,0
C,Ok,1,0,0,0,0,0,0,0
S,"That's like 1.2 1.5 for the freezer, and then for like -",0,0,1,0,0,0,0,0
L,What is this number for? For cutting and preparation. So that's probably like the same temperature that we're doing.,1,0,0,0,0,0,0,0
S,I don't - I don't know.,1,0,0,0,0,0,0,0
L,It's like 55. Cause it's not as cold as a refrigerator.,0,0,1,0,0,0,0,0
S,Yeah. And I guess that is like below - yeah so like,1,0,0,0,0,0,0,0
L,We could say like 2.6 cause it's like the low end.,1,0,0,0,0,0,0,0
S,So like if -,1,0,0,0,0,0,0,0
C,Ok so it's at -,1,0,0,0,0,0,0,0
S,- the room is 2.6 to 3 and then like are we also including the freezer cause there's gonna be like a freezer in the room.,0,0,1,0,0,0,0,0
L,No I think we're not.,1,0,0,0,0,0,0,0
M,Yeah. I think we should draw the boundary around not including the freezer.,0,0,1,0,0,0,0,0
L,Yeah.,1,0,0,0,0,0,0,0
S,But like isn't the point that it's gonna melt?,0,1,0,0,0,0,0,0
L,Cause I think we're looking at heat loss of the room. I don't really,0,1,0,0,0,0,0,0
C,Yeah.,1,0,0,0,0,0,0,0
S,Should we just like include - yeah I guess if we're making this a low COP,1,0,0,0,0,0,0,0
L,Yeah.,1,0,0,0,0,0,0,0
S,I was just thinking we could like make the COP like extra low because we're like knowing that we're gonna be having less efficient cooling in the part that's like the freezer.,0,0,1,0,0,0,0,0
C,We could make it like 2. Or like 2.3.,1,0,0,0,0,0,0,0
L,"Then we would be looking at like the heat - the refrigerant for the freezer, which is a different thing that what we're analyzing.",0,0,0,1,0,0,0,0
S,But we're looking at just like total - like it's just like net. So it's like combining both. You know what I - like like if you have like the room and then like this part's a freezer and this part's a room and you just say -,0,0,1,0,0,0,0,0
L,Yeah.,1,0,0,0,0,0,0,0
S,- the COP for the whole thing is like 2. Then like that won't really change anything else. It'll just change the COP. I don't know if we need to do that or not.,0,0,1,0,0,0,0,0
C,We could say it's like 2.3.,1,0,0,0,0,0,0,0
S,Sure.,1,0,0,0,0,0,0,0
C,Cause that's only like point 3 off of the lowest of the room.,0,0,1,0,0,0,0,0
S,Yeah.,1,0,0,0,0,0,0,0
M,Yeah. The only way I can see the dimensions of the building coming in is if we have to do something with specific volume.,0,0,1,0,0,0,0,0
S,Maybe at the end we could draw a diagram. This is our building.,0,0,1,0,0,0,0,0
C,This is Farfar's.,0,0,1,0,0,0,0,0
L,This is how big it is.,0,0,1,0,0,0,0,0
C,Ok. And then. Average central AC is 300 to 500 watts of power. Um. And so should we say ours like uses more power since it's old? I mean it's probably not super efficient. Ok. So like should we just do 5000?,0,0,1,0,0,0,0,0
L,So it's 500 watts. So that's the work rate. Oh so then we can probably find q dot from that.,1,0,0,0,0,0,0,0
M,Oh maybe we need to multiply by mass? No that doesn't make sense. Never mind.,1,0,0,0,0,0,0,0
S,I think it's like not really gonna come into play just cause we're already estimating like the work.,1,0,0,0,0,0,0,0
M,Yeah.,1,0,0,0,0,0,0,0
S,We're assuming you know the size. I guess we're like using our information about the size of the building to estimate like work.,0,0,1,0,0,0,0,0
M,Yeah.,1,0,0,0,0,0,0,0
S,"If it was really big, there'd be more?",0,0,1,0,0,0,0,0
M,Yeah.,1,0,0,0,0,0,0,0
S,"But it's not that big, so it's less.",0,0,1,0,0,0,0,0
L,"So if we have 500 watts as w dot, can this equation become like w dot equals q dot h minus q dot L?",1,0,0,0,0,0,0,0
C,Yeah I think so.,1,0,0,0,0,0,0,0
L,Is that -,1,0,0,0,0,0,0,0
C,Cause isn't it like - yeah cause it's like the rates.,1,0,0,0,0,0,0,0
M,Cause h is - h - wouldn't it be...,1,0,0,0,0,0,0,0
L,Cause I feel like he does that. He like jumps between the rates and the rates or the not rates.,1,0,0,0,0,0,0,0
C,I feel like usually he's like yeah w dot equals like q dot in q dot out and it's like. U equals q in.,1,0,0,0,0,0,0,0
S,Yeah I mean you're just dividing everything by time. It's the same thing.,1,0,0,0,0,0,0,0
L,Ok. So then we can say w -,1,0,0,0,0,0,0,0
C,Was the AC - what was the average AC again? 300 to 500? Or.,1,0,0,0,0,0,0,0
M,Um this website says for central air conditioner it's 3500 as a rough estimate.,1,0,0,0,0,0,0,0
C,Ok.,1,0,0,0,0,0,0,0
L,Like 3500 watts?,1,0,0,0,0,0,0,0
M,Mhm.,1,0,0,0,0,0,0,0
C,Ok so more like 5000?,1,0,0,0,0,0,0,0
S,I think as long as we're saying like we got this website...cool reasonable.,1,0,0,0,0,0,0,0
C,Oh my gosh it's already been like thirty-six minutes. No wonder this takes an hour. Um ok. So 5000 watts since it's old and efficient. So w - or old and inefficient. W dot equals 5000.,1,0,0,0,0,0,0,0
M,So then...,1,0,0,0,0,0,0,0
C,So then can we say that -,1,0,0,0,0,0,0,0
M,We just solve for q h right?,1,0,0,0,0,0,0,0
C,We can solve q L right cause we have the COP and w dot.,1,0,0,0,0,0,0,0
M,Yeah.,1,0,0,0,0,0,0,0
L,Oh yeah cause we have two equations and we just don't know qh qL.,1,0,0,0,0,0,0,0
C,Yeah.,1,0,0,0,0,0,0,0
S,Mhm.,1,0,0,0,0,0,0,0
L,Ok.,1,0,0,0,0,0,0,0
C,Ok. Um. So then.,1,0,0,0,0,0,0,0
L,What's the COP equation again? The one...,1,0,0,0,0,0,0,0
C,"It's qL over work net in, which also equals one over qh divided by qL.",1,0,0,0,0,0,0,0
L,Ok.,1,0,0,0,0,0,0,0
C,And then we could use the one where it's COP equals qL over w net in.,1,0,0,0,0,0,0,0
S,"I was just looking at this example they have in the book that's like heat rejection by a refrigerator, and they just literally have - they do like COP r over equals...",1,0,0,0,0,0,0,0
C,Ok perfect. Um.,1,0,0,0,0,0,0,0
S,Yeah they just literally do it like this one thing.,1,0,0,0,0,0,0,0
M,Oh yeah we can combine them.,1,0,0,0,0,0,0,0
L,Oh cause then we have w dot and COP so we just find -,1,0,0,0,0,0,0,0
M,CL - qL. Is qL the one we want?,1,0,0,0,0,0,0,0
S,And we use that to find qh.,1,0,0,0,0,0,0,0
L,Yeah qL's the one we want.,1,0,0,0,0,0,0,0
S,Cause that's lost right?,1,0,0,0,0,0,0,0
C,Yeah.,1,0,0,0,0,0,0,0
L,"Oh wait is qL gain, or is qL loss?",1,0,0,0,0,0,0,0
C,Oh we need to find both anyways cause you wanna determine maximum heat loss and - oh never mind that - it's just a method for minimizing heat loss.,1,0,0,0,0,0,0,0
M,qL is into the room - out of the room.,1,0,0,0,0,0,0,0
