Student,Text,No evidence,Target phenomena,Set-up conditions,Entities,Activities,Properties,Organization,Chaining
G,It literally says exit pressure right here.,1,0,0,0,0,0,0,0
P,Pressure...,1,0,0,0,0,0,0,0
D,Oh that's weird.,1,0,0,0,0,0,0,0
P,Like it varies within the actual - I guess in the diagram I saw the p0. I guess there's an error...,1,0,0,0,0,0,0,0
D,That's weird cause that looks like an O and that looks like a zero. That's kinda weird. ,1,0,0,0,0,0,0,0
P,Who writes these?,1,0,0,0,0,0,0,0
G,It doesn't really matter. ,1,0,0,0,0,0,0,0
D,Keep your characters consistent. It absolutely matters. This is of the utmost importance. Am I drawing this diagram too? ,1,0,0,0,0,0,0,0
G,No you don't need to.,1,0,0,0,0,0,0,0
D,Ok.,1,0,0,0,0,0,0,0
G,Um but this is for liquid.,1,0,0,0,0,0,0,0
P,Interesting. Um I mean I think - ,1,0,0,0,0,0,0,0
G,Because it has a combustion changer. It has pumps. There's nothing fluid - there's nothing solid in here.,0,0,0,1,0,0,0,0
P,So I think - ,1,0,0,0,0,0,0,0
R,"It says on this NASA website that the SLS took um 537,000 gallons of chilled liquid hydrogen fuel to make an 8.5 minutes. I don't know if we can use that. ",0,0,0,0,0,1,0,0
G,Ok. Um.,1,0,0,0,0,0,0,0
P,"Is that to leave um to enter lower orbit? Cause the goal of this is to say like get it to lower orbit, right?",0,1,0,0,0,0,0,0
R,"It doesn't define. It just says orbit, so I assume.",0,1,0,0,0,0,0,0
P,6 miles a second. We don't need to look at my teardown project. It's got a big 'ol solenoid in it. ,1,0,0,0,0,0,0,0
D,Thrust of a liquid rocket so,1,0,0,0,0,0,0,0
R,Which one are you doing?,1,0,0,0,0,0,0,0
P,Uh staple gun.,0,0,1,0,0,0,0,0
R,I'm doing the same thing. ,1,0,0,0,0,0,0,0
P,Yeah no motor.,0,0,1,0,0,0,0,0
D,Force equals...,1,0,0,0,0,0,0,0
G,We have the electric can opener.,1,0,0,0,0,0,0,0
D,...m dot times the exit velocity - ,1,0,0,0,0,0,0,0
P,There we go.,1,0,0,0,0,0,0,0
D,Plus the change in pressure.,1,0,0,0,0,0,0,0
G,Plus - yeah - the change in pressure times the exit area.,1,0,0,0,0,0,0,0
P,"So, in principle, this is like a simplified just like physical model that looks at the end of the rocket by the time that solid fuel is burning and ejecting, it's gaseous at that point, so I think this model in its simplified form could be applied to the hybrids as well.",0,0,0,0,0,1,0,0
G,Well yeah. ,1,0,0,0,0,0,0,0
D,Mhm. ,1,0,0,0,0,0,0,0
G,No cause the hybrid - ohhh you're saying this equation.,1,0,0,0,0,0,0,0
P,Cause you're only thinking - yeah it's only considering what's - ,1,0,0,0,0,0,0,0
G,No I was saying the diagram is a liquid diagram.,1,0,0,0,0,0,0,0
P,Oh I see. I see what you're saying. Yeah.,1,0,0,0,0,0,0,0
D,"So this is for a liquid rocket, this thrust equation.",1,0,0,0,0,0,0,0
G,Well we're saying it can probably work for either one.,1,0,0,0,0,0,0,0
P,Yeah. Cause what you're considering - ,1,0,0,0,0,0,0,0
G,"Cause there's nothing in here that actually is like determinant of the fact that it's a liquid or a solid, but the thing is like, you're also like in order to - the energy you're getting out of it is the conversion from a liquid or a solid to a gas cause it comes out as a gas, and so then it doesn't - it's changing state anyways.",0,0,0,0,0,1,0,0
D,Ok.,1,0,0,0,0,0,0,0
P,Yeah.,1,0,0,0,0,0,0,0
G,We're going to use this for both is the moral of the story. Ok. ,1,0,0,0,0,0,0,0
P,"So we are looking for um liquid efficiency so that we get a comparison value. And then from there I think we can talk about the energy density of matter required and the total - I mean obviously the total volume that that comprises based on what your fuel is made out of is gonna be important for your rocket ship design, but also mass is way more important for like the rocket equation for like actually getting something to reach escape velocity, though in a lot of simplified models, we just consider escape velocity at the surface of the earth, but obviously it is greatly affected by altitude proportional to 1 over r squared. Um. ",1,0,0,0,0,0,0,0
G,"All I keep finding is that the high effi - literally this says that the high efficiency of liquid oxygen, liquid hydrogen makes like - they're essentially just like it's high and it doesn't matter.",1,0,0,0,0,0,0,0
P,It's really good. It's so good.,1,0,0,0,0,0,0,0
D,So you said nothing about this - just to rephrase your words - nothing about the system was dependent on it being liquid so the same equation can work for.,1,0,0,0,0,0,0,0
G,Yeah.,1,0,0,0,0,0,0,0
D,Ok.,1,0,0,0,0,0,0,0
P,I mean it's very like Newton's second law.,1,0,0,0,0,0,0,0
G,"Ok. Hold on hold on hold on. For a liquid system, this one literally says theoretical maximum assuming 100% efficiency.",1,0,0,0,0,0,0,0
P,So - ,1,0,0,0,0,0,0,0
G,It can't be 100%. Let's just say it's like 98.,1,0,0,0,0,0,0,0
P,I mean I think it might be just so good in ter - cause it's literally just -,1,0,0,0,0,0,0,0
G,"You're literally just burning it, and that's why it - ",1,0,0,0,0,0,0,0
P,"Well it's more than just - it like the burning it is how you're energizing those particles, but it is Newton's second law. You're throwing particles out really fast, you're going the other way with as much energy and as much force in the same direction. ",0,0,0,0,1,0,0,0
G,But I don't think it's the conversion. I don't think they're talking about the efficiency of - ,1,0,0,0,0,0,0,0
P,Like energy you said? It's more - ,1,0,0,0,0,0,0,0
G,I think it's the efficiency of - cause the - ,1,0,0,0,0,0,0,0
D,Well some of the fuel that they use goes back into combusting.,0,0,0,0,1,0,0,0
G,No.,1,0,0,0,0,0,0,0
D,No?,1,0,0,0,0,0,0,0
G,It says the problem with the efficiency is that for the hybrid is the mixing is not well-controlled and generally a lot of propellant is left unburned.,1,0,0,0,0,0,0,0
P,Hm. Like it just gets shot out as a solid stone or something.,0,0,0,0,1,0,0,0
G,"Or no it just doesn't mix, so it just doesn't get used.",0,0,0,0,1,0,0,0
P,Ok. ,1,0,0,0,0,0,0,0
G,That's what the question says the problem with the efficiency is for hybrid.,1,0,0,0,0,0,0,0
P,Let's define efficiency differently for a bunch of different systems and just pretend it's all fine. This is us expressing our frustration with our engineering forebearers to a recording device.,1,0,0,0,0,0,0,0
G,I'm really more frustrated with the number of different v's.,1,0,0,0,0,0,0,0
P,Little v with a tiny corner.,1,0,0,0,0,0,0,0
G,Like there are 26 letters and a lot of them look different capital and lowercase. Like q. Q is fine.,1,0,0,0,0,0,0,0
R,If my memory serves me...,1,0,0,0,0,0,0,0
P,We talked a lot about - ,1,0,0,0,0,0,0,0
G,Also could have picked like j.,1,0,0,0,0,0,0,0
P,"We talk a lot about velocity in fluids, but we're not considering it as a vector quantity, so we could call it speed.",1,0,0,0,0,0,0,0
G,Yeah. ,1,0,0,0,0,0,0,0
P,S.,1,0,0,0,0,0,0,0
G,But s is um s is entropy.,1,0,0,0,0,0,0,0
P,Entropy. You know what entropy could also be? ,1,0,0,0,0,0,0,0
G,E. Which is energy.,1,0,0,0,0,0,0,0
P,But we - except we use U for energy most of the time. ,1,0,0,0,0,0,0,0
G,Yeah. I don't know why we don't use E for energy. ,1,0,0,0,0,0,0,0
D,Or KE for kinetic energy.,1,0,0,0,0,0,0,0
G,"Well that's - because that's two different letters, and all the variables are one letter. ",1,0,0,0,0,0,0,0
D,Whatever. What if you use K?,1,0,0,0,0,0,0,0
G,Cause K is a constant.,1,0,0,0,0,0,0,0
D,K is like four constants in Physics - why not add another K?,1,0,0,0,0,0,0,0
P,Hold up. We don't need to worry about nomenclature right now. I'm sorry this is all my fault. I did this.,1,0,0,0,0,0,0,0
G,"Ok. So based on what we've looked up, let's assume - ",1,0,0,0,0,0,0,0
P,It approaches 100. ,1,0,0,0,0,0,0,0
G,Let's assume 98 cause I don't want to assume 100. ,1,0,0,0,0,0,0,0
P,I feel like it's probably just like super - like it's 99.9,1,0,0,0,0,0,0,0
D,So ridiculously close to 100 that it is 100.,1,0,0,0,0,0,0,0
G,"Ok fine so we'll say efficiency is 1 for um, for liquid. And then you said you found one that was like very - ",1,0,0,0,0,0,0,0
P,0.93,1,0,0,0,0,0,0,0
G,And so but you said that was an exceptionally high one? ,1,0,0,0,0,0,0,0
P,I think so based on a cursory reading of this Wikipedia article.,1,0,0,0,0,0,0,0
G,So do we wanna say 0.9? Or 0.85? Or... do we just wanna take the 0.93?,1,0,0,0,0,0,0,0
P,"Why don't we take the 0.93 and say with a little asterisk, this is an assumption - ",1,0,0,0,0,0,0,0
G,An assumption.,1,0,0,0,0,0,0,0
P,Considering an ideal - an extremely good system.,1,0,0,0,0,0,0,0
G,"Ok, so we'll say 0.93. And then...",1,0,0,0,0,0,0,0
P,And then we really wanna think about um the mass that those system - I guess,1,0,0,0,0,0,0,0
G,That's what we're trying to find.,1,0,0,0,0,0,0,0
P,Yeah so scratch the volumes. We're really thinking about like - ,1,0,0,0,0,0,0,0
G,It says estimate the weight of fuel necessary to try to get a specific rocket of your choice to low Earth orbit if the fuel is liquid vs. hybrid.,0,1,0,0,0,0,0,0
P,Ok.,1,0,0,0,0,0,0,0
G,So let's see. We can find the mass from F equal - we are looking for mass in this equation.,1,0,0,0,0,0,0,0
P,So m dot. ,1,0,0,0,0,0,0,0
G,m over t ve plus pe minus po. So - ,1,0,0,0,0,0,0,0
P,Which is basically - we're basically we're looking for our initial mass cause we're gonna be losing it the whole time.,1,0,0,0,0,0,0,0
G,We want this. ,1,0,0,0,0,0,0,0
P,Yeah.,1,0,0,0,0,0,0,0
G,"We found a value of this from the SLS, which is liquid.",1,0,0,0,0,0,0,0
P,Yeah. And for time?,1,0,0,0,0,0,0,0
G,Yeah. He found a value.,1,0,0,0,0,0,0,0
R,Yes.,1,0,0,0,0,0,0,0
G,Um...,1,0,0,0,0,0,0,0
R,I said it took 8.5 minutes. ,1,0,0,0,0,0,0,0
P,And we're assuming that ve is constant? That particles are leaving at the same velocity?,1,0,0,0,0,0,0,0
G,v is oh yeah yeah yeah yeah it is exit velocity. But we still have a lot of things we don't know. ,1,0,0,0,0,0,0,0
P,So p - so I guess whether p0 is - I mean obviously those particles are gonna be farther apart at the exit. The free stream pressure is given.,1,0,0,0,0,0,0,0
G,Wait can you pull up that diagram you had before?,1,0,0,0,0,0,0,0
P,Yeah I have it right here. I'm just curious so p0 is like the free stream pressure I guess. ,1,0,0,0,0,0,0,0
G,No p0 is the first pressure. Ohhh.,1,0,0,0,0,0,0,0
P,"Yeah. Unless it's the outside I guess. I mean obviously if we're starting on Earth's surface, your outside pressure is gonna be changing the whole time you are leaving the planet until you reach some near zero value.",0,0,1,0,0,0,0,0
G,Oh yeah so it is the free stream pressure.,1,0,0,0,0,0,0,0
P,But I don't know if that's - if that means what's outside or that means like what is close to the exit.,1,0,0,0,0,0,0,0
G,Wait sorry say what you were saying again.,1,0,0,0,0,0,0,0
P,Um so I'm not sure if p0 in this equation refers to the outside pressure or if it's pressure - cause the pressure as it's combusting - like these molecules are getting spread further apart.,0,0,0,0,0,0,1,0
G,I think the pressure at the exit is what the - what you're talking about.,1,0,0,0,0,0,0,0
P,Yeah.,1,0,0,0,0,0,0,0
G,I think the po is pressure outside of the system.,1,0,0,0,0,0,0,0
P,So it is just - once we reach vacuum it's zero. Why don't we say that the earth has no atmosphere for convenience.,0,0,1,0,0,0,0,0
G,Yeah but low Earth there's still atmosphere I think.,0,0,1,0,0,0,0,0
P,Yeah there's still but compared to the - it's - consider the magnitude of - ,1,0,0,0,0,0,0,0
G,It's only like a third of the radius of Earth.,1,0,0,0,0,0,0,0
P,"Yeah. Consider that magnitude compared to whatever massive pressure must be leaving. Like if it's even I don't know two orders of magnitude smaller, then maybe we can just neglect it. I mean maybe that'll be like one to ten percent, so maybe we shouldn't neglect it, but um if it's more than that, then we can definitely neglect it. ",1,0,0,0,0,0,0,0
G,Yeah.,1,0,0,0,0,0,0,0
D,Ok.,1,0,0,0,0,0,0,0
P,Um but let's see - we need a p value. We need to see how much pressure this is generating.,1,0,0,0,0,0,0,0
G,And we need -,1,0,0,0,0,0,0,0
P,"If it's a megapascal then 100 kPa, whatever.",1,0,0,0,0,0,0,0
R,What do we put for A?,1,0,0,0,0,0,0,0
G,I don't know.,1,0,0,0,0,0,0,0
P,Ah we can just pick a circle.,1,0,0,0,0,0,0,0
G,Well that's actually a thing that we can look up.,1,0,0,0,0,0,0,0
P,Yeah.,1,0,0,0,0,0,0,0
G,"If we're choosing the SLS, there are SLS dimensions. ",1,0,0,0,0,0,0,0
P,Yeah.,1,0,0,0,0,0,0,0
G,So.,1,0,0,0,0,0,0,0
P,Wanna find that. Find us a circle.,1,0,0,0,0,0,0,0
R,Yeah.,1,0,0,0,0,0,0,0
G,And we can also choose the Falcon 9 or the Dragon and say that it's kind of probably gonna be similar.,1,0,0,0,0,0,0,0
P,Yeah. Close enough.,1,0,0,0,0,0,0,0
G,Um...,1,0,0,0,0,0,0,0
P,And we also have to consider the mass of the rocket itself maybe. I guess that was part of our assumption is how long it took so maybe not.,1,0,0,0,0,0,0,0
G,Hmm.,1,0,0,0,0,0,0,0
P,That might be worked into the -,1,0,0,0,0,0,0,0
G,That's a good question. Is that mass of the whole thing or mass of the propellant?,1,0,0,0,0,0,0,0
P,"I think it's asking for mass of the propellant, but what I'm saying is - ",1,0,0,0,0,0,0,0
G,No it is asking mass of the propellant. I'm asking what the equation is.,1,0,0,0,0,0,0,0
P,Oh.,1,0,0,0,0,0,0,0
D,This mass?,1,0,0,0,0,0,0,0
G,Yeah what is that mass?,1,0,0,0,0,0,0,0
D,Well m dot is the mass flow rate so it has to be - ,1,0,0,0,0,0,0,0
P,It's the mass flow rate. So it is the fuel I think. That's what makes sense to me.,1,0,0,0,0,0,0,0
G,Ok. So this is - this is what we're looking for.,1,0,0,0,0,0,0,0
P,Yeah. ,1,0,0,0,0,0,0,0
G,This we can also look up.,1,0,0,0,0,0,0,0
P,Yeah. Um pressure - ,1,0,0,0,0,0,0,0
G,This we're assuming is 1.,1,0,0,0,0,0,0,0
P,"Or we're assuming is so much greatly smaller that pe that as to be negligible, but we need to find a pe value to confirm that.",1,0,0,0,0,0,0,0
G,So we need that and we need that.,1,0,0,0,0,0,0,0
P,Otherwise this is gonna be a function that ranges from a hundred kPa to like 3 kPa or something. Um linearly.,1,0,0,0,0,0,0,0
G,I bet we could find F equals m a and find the mass of a rocket and find the acceleration of a rocket.,1,0,0,0,0,0,0,0
P,And then subtract out whatever our fuel value is.,1,0,0,0,0,0,0,0
G,"And then we could say - well we could say that the mass of the rocket is equal to mass rocket plus mass fuel, and this is mass fuel, and then solve, so we would say mr plus mf a is equal to mf over t ve, which we said was zero. Ae which would then get us to...",1,0,0,0,0,0,0,0
D,What was your source for that?,1,0,0,0,0,0,0,0
P,This is um National Aeronautics and Space Administration. Have you heard of them?,1,0,0,0,0,0,0,0
G,Nah I don't know what you're talking about. ,1,0,0,0,0,0,0,0
R,Also said it created 2 million pounds of thrust if that makes any difference.,1,0,0,0,0,0,0,0
G,Oh. Then that's F.,1,0,0,0,0,0,0,0
P,Yay!,1,0,0,0,0,0,0,0
G,Yes! Ok so then I don't need this. ,1,0,0,0,0,0,0,0
P,Can we put that in metric?,1,0,0,0,0,0,0,0
R,Do you guys want this website? ,1,0,0,0,0,0,0,0
G,What website is that? Also a NASA website?,1,0,0,0,0,0,0,0
R,The NASA - ,1,0,0,0,0,0,0,0
P,Also NASA.,1,0,0,0,0,0,0,0
G,Love NASA. Love that NASA is the government and has to report everything.,1,0,0,0,0,0,0,0
P,Thanks for being thorough guys. Sorry you have to live in Florida. No offense if anyone's from Florida.,1,0,0,0,0,0,0,0
G,No sorry you have to live in Alabama.,1,0,0,0,0,0,0,0
P,Oh they like cart themselves right?,1,0,0,0,0,0,0,0
G,"All of the SLS testing in all of the SLS um it's all in Huntsville, Alabama.",1,0,0,0,0,0,0,0
P,Really?,1,0,0,0,0,0,0,0
G,So was the Apollo stuff. They actually still have all the Apollo stuff up.,1,0,0,0,0,0,0,0
P,Cool.,1,0,0,0,0,0,0,0
G,Yeah. ,1,0,0,0,0,0,0,0
P,So you're saying we should go visit.,1,0,0,0,0,0,0,0
G,"If you can get on base, yeah, it's super cool. ",1,0,0,0,0,0,0,0
P,So you're saying I should break onto a military base. ,1,0,0,0,0,0,0,0
G,Yeah maybe not that. They're actually talking about tearing the Apollo stuff down though. ,1,0,0,0,0,0,0,0
P,Why?,1,0,0,0,0,0,0,0
G,Because - ,1,0,0,0,0,0,0,0
P,That's gotta be like landmark at this point.,1,0,0,0,0,0,0,0
G,"Well it's kinda complicated in that like that particular base has a joint thing with the army and so like they get a certain number of square footage and the army gets a certain number of square footage, and if they want to expand more, they have to take down buildings. So because the Apollo stuff doesn't help them anymore, they might have to like take it down.",1,0,0,0,0,0,0,0
P,Well I will be happy to take it off their hands. Um alright so - ,1,0,0,0,0,0,0,0
G,This is the Apollo T stand.,1,0,0,0,0,0,0,0
P,Just still hanging out.,1,0,0,0,0,0,0,0
G,Which is just still hanging out. And this was the Redstone.,1,0,0,0,0,0,0,0
P,You were there?,1,0,0,0,0,0,0,0
G,Yeah I went in the fall.,1,0,0,0,0,0,0,0
P,That's so dope. ,1,0,0,0,0,0,0,0
R,Yeah the fuel tank is 27 - boy this has everything man - 27.5 feet diameter and 130 feet long. ,1,0,0,0,0,0,0,0
G,Ok so from that we can get the area. ,1,0,0,0,0,0,0,0
P,Um we just need - ,1,0,0,0,0,0,0,0
G,Wait so it's - say that again.,1,0,0,0,0,0,0,0
R,Uh the fuel - the liquid hydrogen rocket fuel tank is 27.5 feet in diameter and it just says over 130 feet long.,0,0,1,0,0,0,0,0
P,So we need - ,1,0,0,0,0,0,0,0
G,Ok so we'll just say 130.,1,0,0,0,0,0,0,0
R,Yeah sure.,1,0,0,0,0,0,0,0
P,We need pressure of the gas as it's escaping before it starts to dissipate infinitely into the aether. ,0,0,0,0,1,0,0,0
G,Wait area exit is just the cross-sectional area of that right?,1,0,0,0,0,0,0,0
P,Yup.,1,0,0,0,0,0,0,0
G,Ok so we don't actually need the length.,1,0,0,0,0,0,0,0
P,Yeah it's pi r squared. All you care about. ,1,0,0,0,0,0,0,0
G,Or pi - ,1,0,0,0,0,0,0,0
P,Pi d over 4.,1,0,0,0,0,0,0,0
G,Pi over 4. ,1,0,0,0,0,0,0,0
P,d squared over 4.,1,0,0,0,0,0,0,0
G,d squared. So this we have. This we still want.,1,0,0,0,0,0,0,0
P,So we need to probably - ,1,0,0,0,0,0,0,0
G,This we have. ,1,0,0,0,0,0,0,0
P,That's probably - ,1,0,0,0,0,0,0,0
G,This we have. ,1,0,0,0,0,0,0,0
P,- a lookup thing. Um.,1,0,0,0,0,0,0,0
G,We need to find the exit velocity and the exit pressure.,1,0,0,0,0,0,0,0
R,"Do we need to find the - oh we're solving for the mass of the fuel, correct?",1,0,0,0,0,0,0,0
G,We're solving for the mass of the fuel. ,1,0,0,0,0,0,0,0
R,Gotcha.,1,0,0,0,0,0,0,0
P,Hm. ,1,0,0,0,0,0,0,0
R,"Cause it says it holds 537,000 gallons. ",1,0,0,0,0,0,0,0
G,Welp. We can figure out whether or not we did it right. But that's what we want.,1,0,0,0,0,0,0,0
P,So from your first equation...or from your second equation I guess - ,1,0,0,0,0,0,0,0
R,How are we supposed to know velocity?,1,0,0,0,0,0,0,0
G,But how are we - ,1,0,0,0,0,0,0,0
P,Do we know the acceleration?,1,0,0,0,0,0,0,0
G,How are you fitting efficiency into this?,1,0,0,0,0,0,0,0
P,So we - ,1,0,0,0,0,0,0,0
D,Are we assuming the efficiency is 1?,1,0,0,0,0,0,0,0
P,I think we're assuming this is an idealized value.  ,1,0,0,0,0,0,0,0
G,Oh this is an ideal - this is the ideal one.,1,0,0,0,0,0,0,0
R,Yeah. ,1,0,0,0,0,0,0,0
P,Yeah. So basically the - whatever we get for the mass - ,1,0,0,0,0,0,0,0
G,But we do need - ,1,0,0,0,0,0,0,0
P,This is gonna be the liquid.,1,0,0,0,0,0,0,0
G,Oh but then for the other one we need to do um...,1,0,0,0,0,0,0,0
P,It'll be 0.8 at that or 0.93 or whatever.,1,0,0,0,0,0,0,0
R,Can someone explain to me what pe and po is real quick?,1,0,0,0,0,0,0,0
G,This is the - can you pull up the thing? It'll be easier with that.,1,0,0,0,0,0,0,0
P,"So po is literally the pressure outside of the vessel, and pe is the pressure of the gas as it is leaving, as escaping, so that's basically gonna be probably peak for that system.",0,0,0,0,0,1,0,0
R,So wouldn't po be changing as it goes up?,1,0,0,0,0,0,0,0
G,It is changing as it goes up.,1,0,0,0,0,0,0,0
P,But we're assuming it's so much smaller than pe as to be negligible is what we're assuming.,1,0,0,0,0,0,0,0
R,So we're just counting at zero.,1,0,0,0,0,0,0,0
P,"And we if we - we're counting - but if we find out that pe is something that's not as crazy high as we're assuming it is, then we will be wrong about that assumption. ",1,0,0,0,0,0,0,0
G,Yeah and then we're gonna have to figure it out and probably do an integral which I don't really want to do. ,1,0,0,0,0,0,0,0
P,Yeah. ,1,0,0,0,0,0,0,0
R,How will we find - ,1,0,0,0,0,0,0,0
P,We can make it linear. ,1,0,0,0,0,0,0,0
G,Yeah...yeah. ,1,0,0,0,0,0,0,0
P,We can just assume it decreases linearly with altitude. ,1,0,0,0,0,0,0,0
R,How will we find pe then?,1,0,0,0,0,0,0,0
P,Um.,1,0,0,0,0,0,0,0
G,That's what we're trying to figure out.,1,0,0,0,0,0,0,0
P,Yeah. Um. ,1,0,0,0,0,0,0,0
G,We also need to find ve. ,1,0,0,0,0,0,0,0
P,pe liquid rocket. Yeah the velocity of that. Um. Liquid rocket engine. Oh that's the same website I was on.,1,0,0,0,0,0,0,0
R,Oh. I was getting hype cause I saw liquid.,1,0,0,0,0,0,0,0
P,Exit nozzle pressure. Are you a chart?,1,0,0,0,0,0,0,0
G,"We have the diameter, so... Oh wait. Wait wait wait wait wait. Pressure is equal to force over area. ",1,0,0,0,0,0,0,0
D,Yeah.,1,0,0,0,0,0,0,0
G,"We have area, and we have force. ",1,0,0,0,0,0,0,0
P,That's great. Um. Pretty sure that's stress though. ,1,0,0,0,0,0,0,0
D,It's also pressure.,1,0,0,0,0,0,0,0
G,It's also pressure. ,1,0,0,0,0,0,0,0
P,It is. No it is. Yeah. I guess just in terms of pressure is a little more philosophical cause you can't have it negative. I will talk about the Casimir effect later. It is technically a little fishier than that. Um. Anyway. Yeah so we have that. We just need pe. Oh no we just need the escape velocity or the escape velocity of the particles - of the flow. ,1,0,0,0,0,0,0,0
R,Yes.,1,0,0,0,0,0,0,0
G,Is this the cross-sectional area too though or the area of the whole thing?,1,0,0,0,0,0,0,0
P,Yup.,1,0,0,0,0,0,0,0
G,Well then this is just actually - ,1,0,0,0,0,0,0,0
P,Cancels out.,1,0,0,0,0,0,0,0
G,Cancels out and ends up being - ,1,0,0,0,0,0,0,0
