iter,t,argmax_state,max_prob
,148,0,0.988378
,149,0,0.9904549
,150,0,0.9893484
,151,0,0.9872245
,152,0,0.9629229
,153,1,0.6885479
,154,0,0.961707
,155,0,0.9888637
,156,0,0.98946655
,157,0,0.9901925
,158,0,0.984822
,159,0,0.96739894
,160,0,0.98442936
,161,0,0.96795666
,162,0,0.9902911
,163,0,0.990196
,164,0,0.9894245
,165,0,0.98937744
,166,0,0.98943394
,167,0,0.9893795
,168,0,0.9894259
,169,0,0.9892744
,170,0,0.9883771
,171,0,0.99038094
,172,0,0.9893218
,173,0,0.9882692
,174,0,0.98942727
,175,0,0.9904339
,176,0,0.989365
,177,0,0.9894677
,178,0,0.98951185
,179,0,0.98941976
,180,0,0.9893421
,181,0,0.9892981
,182,0,0.9893508
,183,0,0.9883788
,184,0,0.990379
,185,0,0.9893678
,186,0,0.9894677
,187,0,0.9895096
,188,0,0.9893397
,189,0,0.98926985
,190,0,0.988374
,191,0,0.99037737
,192,0,0.98932046
,193,0,0.9880052
,194,0,0.9858951
,195,0,0.9548871
,196,0,0.9667963
,197,0,0.9899102
,198,0,0.99010795
,199,0,0.989296
,200,0,0.98838645
,201,0,0.9904527
,202,0,0.9894054
,203,0,0.9892644
,204,0,0.98825526
,205,0,0.9893161
,206,0,0.9893735
,207,0,0.9893656
,208,0,0.9891002
,209,0,0.9894015
,210,0,0.98935926
,211,0,0.9893781
,212,0,0.9893872
,213,0,0.9894959
,214,0,0.9905103
,215,0,0.98940134
,216,0,0.9892646
,217,0,0.9882649
,218,0,0.98942614
,219,0,0.99040705
,220,0,0.98834896
,221,0,0.99035174
,222,0,0.988352
,223,0,0.9903761
,224,0,0.98928374
,225,0,0.9880982
,226,0,0.98931503
,227,0,0.9891373
,228,0,0.9863517
,229,0,0.9683164
,230,1,0.69684887
,231,0,0.975883
,232,0,0.9892504
,233,0,0.98938835
,234,0,0.98938775
,235,0,0.989488
,236,0,0.99043685
,237,0,0.9893562
,238,0,0.98935175
,239,0,0.98826116
,240,0,0.9893253
,241,0,0.98948336
,242,0,0.9904107
,243,0,0.98834944
,244,0,0.9903784
,245,0,0.9893677
,246,0,0.9894655
,247,0,0.9894305
,248,0,0.9892837
,249,0,0.98930573
,250,0,0.98826367
,251,0,0.9892965
,252,0,0.9891442
,253,0,0.9862098
,254,0,0.9643069
,255,0,0.98579043
,256,0,0.9679804
,257,0,0.99039346
,258,0,0.9885042
,259,0,0.99038935
,260,0,0.98823977
,261,0,0.98942655
,262,0,0.9904327
,263,0,0.9893255
,264,0,0.98826957
,265,0,0.9894272
,266,0,0.99041283
,267,0,0.9883511
,268,0,0.9903317
,269,0,0.9871877
,270,0,0.9604157
,271,0,0.9900376
,272,0,0.9849321
,273,0,0.96479964
,274,0,0.9900928
,275,0,0.98913836
,276,0,0.9904174
,277,0,0.98822975
,278,0,0.98927444
,279,0,0.98795635
,280,0,0.9495511
,281,0,0.9662402
,282,1,0.9831953
,283,0,0.9704108
,284,0,0.989161
,285,0,0.98916465
,286,0,0.9863073
,287,0,0.96627307
,288,1,0.9818119
,289,0,0.97269934
,290,0,0.9842829
,291,0,0.96534604
,292,1,0.89173377
,293,0,0.9342346
,294,1,0.7914807
,295,0,0.9171796
,296,0,0.9664456
,297,1,0.7372024
,298,0,0.9433914
,299,1,0.72216785
,300,0,0.9574017
,301,0,0.96129256
,302,1,0.68842
,303,0,0.96211016
,304,0,0.98992664
,305,0,0.9872572
,306,0,0.9608467
,307,1,0.7822393
,308,0,0.93554944
,309,1,0.76125824
,310,0,0.9255021
,311,1,0.7312519
,312,1,0.60396755
,313,0,0.97958535
,314,0,0.9868548
,315,0,0.961341
,316,1,0.7844594
,317,0,0.9257097
,318,1,0.96482587
,319,1,0.9224013
,320,0,0.9584466
,321,1,0.71874934
,322,0,0.96923494
,323,0,0.9592528
,324,1,0.759775
,325,0,0.9288157
,326,1,0.9277621
,327,1,0.9562254
,328,1,0.95214444
,329,1,0.9420317
,330,1,0.9060871
,331,0,0.97421736
,332,0,0.98788667
,333,0,0.9884522
,334,0,0.96205854
,335,1,0.7247517
,336,0,0.9414783
,337,1,0.7252972
,338,0,0.94559675
,339,1,0.70382565
,340,0,0.97573715
,341,0,0.9893591
,342,0,0.9904466
,343,0,0.98936594
,344,0,0.98946553
,345,0,0.98943144
,346,0,0.9893042
,347,0,0.98942053
,348,0,0.98926616
,349,0,0.9882995
,350,0,0.9903649
,351,0,0.9893672
,352,0,0.98946476
,353,0,0.9894021
,354,0,0.9882831
,355,0,0.9903451
,356,0,0.9882329
,357,0,0.98931646
,358,0,0.9893826
,359,0,0.9894883
,360,0,0.99044436
,361,0,0.9894391
,362,0,0.9894302
,363,0,0.98929626
,364,0,0.98934764
,365,0,0.9882602
,366,0,0.98931706
,367,0,0.98938257
,368,0,0.98948705
,369,0,0.9904088
,370,0,0.98824096
,371,0,0.9894346
,372,0,0.99050653
,373,0,0.9893745
,374,0,0.9882832
,375,0,0.990374
,376,0,0.9893365
,377,0,0.9883813
,378,0,0.9903742
,379,0,0.98930997
,380,0,0.98744017
,381,0,0.96460223
,382,0,0.98912543
,383,0,0.9900834
,384,0,0.98932093
,385,0,0.9893824
,386,0,0.98936075
,387,0,0.9883505
,388,0,0.98967546
,389,0,0.9848637
,390,0,0.96766037
,391,0,0.98946553
,392,0,0.9894469
,393,0,0.98821086
,394,0,0.9893154
,395,0,0.9893744
,396,0,0.9893864
,397,0,0.98948854
,398,0,0.99044436
,399,0,0.9894384
,400,0,0.9894022
,401,0,0.98829263
,402,0,0.9904475
,403,0,0.98937386
,404,0,0.98816365
,405,0,0.98931223
,406,0,0.98938227
,407,0,0.98948765
,408,0,0.9904368
,409,0,0.98933434
,410,0,0.98838156
,411,0,0.9903612
,412,0,0.98834753
,413,0,0.99035263
,414,0,0.98823583
,415,0,0.98942566
,416,0,0.9904073
,417,0,0.9883484
,418,0,0.9903517
,419,0,0.98835206
,420,0,0.9903778
,421,0,0.9893594
,422,0,0.98938346
,423,0,0.98938406
,424,0,0.98938406
,425,0,0.9893834
,426,0,0.98935544
,427,0,0.9883791
,428,0,0.9903784
,429,0,0.9893587
,430,0,0.98935485
,431,0,0.9883784
,432,0,0.9903497
,433,0,0.98824275
,434,0,0.9894264
,435,0,0.990433
,436,0,0.9893571
,437,0,0.9893834
,438,0,0.98938346
,439,0,0.9893561
,440,0,0.98838794
,441,0,0.9904523
,442,0,0.9893834
,443,0,0.9882949
,444,0,0.99045336
,445,0,0.98947805
,446,0,0.9893172
,447,0,0.98829734
,448,0,0.9904516
,449,0,0.9894077
,450,0,0.98938125
,451,0,0.98950464
,452,0,0.98933786
,453,0,0.98917705
,454,0,0.98485976
,455,0,0.9667255
,456,0,0.98432714
,457,0,0.9620711
,458,1,0.92693436
,459,1,0.9555586
,460,1,0.94447476
,461,1,0.8918886
,462,0,0.9271492
,463,0,0.94682354
,464,1,0.91739625
,465,0,0.9088055
,466,0,0.95724124
,467,1,0.8969312
,468,1,0.920106
,469,0,0.9385617
,470,0,0.98848724
,471,0,0.9900963
,472,0,0.98686576
,473,0,0.9508708
,474,1,0.9105792
,475,1,0.94709307
,476,1,0.94946474
,477,1,0.94737136
,478,1,0.93599236
,479,0,0.9384338
,480,0,0.9836746
,481,0,0.87464887
,482,0,0.963825
,483,0,0.98926485
,484,0,0.9885871
,485,1,0.51829696
,486,0,0.88113177
,487,0,0.9632818
,488,0,0.9898601
,489,0,0.99022377
,490,0,0.9892462
,491,0,0.9844039
,492,0,0.95438606
,493,0,0.96671396
,494,0,0.98977005
,495,0,0.98915124
,496,0,0.99041444
,497,0,0.98796344
,498,0,0.9856525
,499,0,0.9495445
,500,1,0.79135394
,501,1,0.9390882
,502,1,0.9252499
,503,0,0.9315368
,504,0,0.98982215
,505,0,0.9884998
,506,0,0.9903925
,507,0,0.9883489
,508,0,0.99037766
,509,0,0.9893574
,510,0,0.98933434
,511,0,0.9880023
,512,0,0.98586637
,513,0,0.9541294
,514,0,0.96047395
,515,1,0.98747003
,516,1,0.98181033
,517,1,0.92355114
,518,0,0.9582826
,519,0,0.9832864
,520,0,0.9545844
,521,1,0.9231
,522,0,0.922829
,523,1,0.9641427
,524,1,0.9817099
,525,1,0.9812892
,526,1,0.9767894
,527,0,0.92859924
,528,1,0.9655037
,529,1,0.9522835
,530,0,0.9713988
,531,0,0.99026424
,532,0,0.9882041
,533,0,0.9890777
,534,0,0.9894876
,535,0,0.9901778
,536,0,0.984856
,537,0,0.96626526
,538,1,0.74847513
,539,0,0.9433684
,540,0,0.9835671
,541,0,0.9625409
,542,1,0.9082157
,543,0,0.9131986
,544,1,0.53597176
,545,1,0.9136942
,546,0,0.97395635
,547,0,0.9853119
,548,0,0.96116036
,549,1,0.8986303
,550,0,0.96254474
,551,0,0.9580888
,552,1,0.9237438
,553,0,0.90798444
,554,0,0.9543948
,555,0,0.96998805
,556,1,0.8832679
,557,0,0.96296364
,558,0,0.95640606
,559,1,0.8877571
,560,0,0.97529745
,561,0,0.98749626
,562,0,0.9509969
,563,1,0.91292727
,564,0,0.91326874
,565,0,0.96760494
,566,0,0.9899668
,567,0,0.99008566
,568,0,0.9892928
,569,0,0.9882706
,570,0,0.9894268
,571,0,0.9904324
,572,0,0.98932534
,573,0,0.98825973
,574,0,0.98931575
,575,0,0.989358
,576,0,0.98937833
,577,0,0.98935485
,578,0,0.98887646
,579,0,0.9892007
,580,0,0.98637766
,581,0,0.9680483
,582,0,0.9889686
,583,0,0.98805255
,584,0,0.95982367
,585,0,0.98594767
,586,0,0.9702287
,587,0,0.9891593
,588,0,0.99016476
,589,0,0.9892063
,590,0,0.98491204
,591,0,0.9671604
,592,1,0.67443097
,593,0,0.96873796
,594,0,0.96063143
,595,0,0.946517
,596,0,0.95911294
,597,1,0.9057864
,598,0,0.91759336
,599,1,0.9107746
,600,1,0.9379296
,601,1,0.86177784
,602,0,0.97568405
,603,0,0.98663163
,604,0,0.9604787
,605,0,0.99034524
,606,0,0.989272
,607,0,0.9848009
,608,0,0.9676969
,609,0,0.98913455
,610,0,0.98507226
,611,0,0.96819973
,612,0,0.98917323
,613,0,0.99016345
,614,0,0.98933756
,615,0,0.9882636
,616,0,0.990126
,617,0,0.98473203
,618,0,0.9643959
,619,0,0.9902761
,620,0,0.98737305
,621,0,0.96092737
,622,0,0.990051
,623,0,0.9890211
,624,0,0.98939705
,625,0,0.9894895
,626,0,0.99041575
,627,0,0.98835194
,628,0,0.9903523
,629,0,0.9882268
,630,0,0.98932433
,631,0,0.9894839
,632,0,0.99043655
,633,0,0.9893558
,634,0,0.9893293
,635,0,0.9872277
,636,0,0.96047837
,637,0,0.99025744
,638,0,0.98838055
,639,0,0.9893506
,640,0,0.98937786
,641,0,0.98937744
,642,0,0.9893784
,643,0,0.98938656
,644,0,0.9894873
,645,0,0.99040776
,646,0,0.9882133
,647,0,0.9890961
,648,0,0.98640573
,649,0,0.96773183
,650,0,0.9842884
,651,0,0.9674231
,652,0,0.9861202
,653,0,0.9710092
,654,0,0.98922145
,655,0,0.99014175
,656,0,0.98831445
,657,0,0.99034846
,658,0,0.9882427
,659,0,0.9894258
,660,0,0.9904049
,661,0,0.9882404
,662,0,0.9894259
,663,0,0.9904041
,664,0,0.988213
,665,0,0.9890961
,666,0,0.9864061
,667,0,0.9677469
,668,0,0.9844457
,669,0,0.9696121
,670,1,0.8798362
,671,0,0.9759132
,672,0,0.9876805
,673,0,0.9893164
,674,0,0.98948467
,675,0,0.9904442
,676,0,0.98944134
,677,0,0.989509
,678,0,0.98934096
,679,0,0.98930705
,680,0,0.98946077
,681,0,0.9894018
,682,0,0.9882831
,683,0,0.99034536
,684,0,0.98824245
,685,0,0.9894264
,686,0,0.9904126
,687,0,0.9883528
,688,0,0.9903812
,689,0,0.9893522
,690,0,0.98935175
,691,0,0.98824954
,692,0,0.9885268
,693,0,0.96362776
,694,0,0.9844322
,695,0,0.96996546
,696,1,0.6980061
,697,0,0.9788964
,698,0,0.98671085
,699,0,0.9607551
,700,0,0.99002653
,701,0,0.9880576
,702,0,0.9607396
,703,0,0.9902745
,704,0,0.98850185
,705,0,0.99041784
,706,0,0.98935646
,707,0,0.9893827
,708,0,0.98935497
,709,0,0.9883785
,710,0,0.9903501
,711,0,0.98824364
,712,0,0.98943466
,713,0,0.9905071
,714,0,0.98940325
,715,0,0.98927367
,716,0,0.9883771
,717,0,0.9903815
,718,0,0.9893524
,719,0,0.98935384
,720,0,0.9883054
,721,0,0.98956585
,722,0,0.5059466
,723,0,0.9721428
,724,0,0.9050062
,725,0,0.9867955
,726,0,0.9893768
,727,0,0.990071
,728,1,0.6834303
,729,0,0.9726446
,730,0,0.9899733
,731,1,0.6698618
,732,1,0.8293072
,733,1,0.8543145
,734,1,0.8517595
,735,0,0.96954453
,736,0,0.9901436
,737,1,0.65230894
,738,0,0.9746327
,739,0,0.9901968
,740,0,0.98835045
,741,0,0.9904542
,742,0,0.98948437
,743,0,0.9893107
,744,0,0.98823863
,745,0,0.9904121
,746,1,0.6493724
,747,0,0.97709775
,748,0,0.9890529
,749,1,0.69795483
,750,1,0.8381932
,751,1,0.86643356
,752,0,0.96895605
,753,0,0.98903567
,754,0,0.98937863
,755,0,0.98937905
,756,0,0.9893866
,757,0,0.9894873
,758,0,0.99040836
,759,0,0.98824006
,760,0,0.989427
,761,0,0.9904405
,762,0,0.9894386
,763,0,0.9894015
,764,0,0.98828375
,765,0,0.990374
,766,0,0.9893584
,767,0,0.98935485
,768,0,0.98837906
,769,0,0.9903778
,770,0,0.98933065
,771,0,0.9883759
,772,0,0.99027
,773,0,0.9848707
,774,0,0.96754116
,775,0,0.98927677
,776,0,0.9866252
,777,1,0.9624136
,778,0,0.9733333
,779,0,0.98928404
,780,0,0.9882049
,781,0,0.98942524
,782,0,0.9904045
,783,0,0.98824024
,784,0,0.9894263
,785,0,0.990433
,786,0,0.9893571
,787,0,0.9893834
,788,0,0.9893835
,789,0,0.9893549
,790,0,0.9883153
,791,0,0.990045
,792,1,0.6805711
,793,0,0.97531074
,794,0,0.98785025
,795,0,0.9894209
,796,0,0.9904331
,797,0,0.9893571
,798,0,0.9893834
,799,0,0.98938406
,800,0,0.98938406
,801,0,0.98938334
,802,0,0.9893526
,803,0,0.98827
,804,0,0.9894264
,805,0,0.9904045
,806,0,0.98824024
,807,0,0.9894263
,808,0,0.99043244
,809,0,0.98932844
,810,0,0.9883777
,811,0,0.9903495
,812,0,0.9882332
,813,0,0.9893158
,814,0,0.98937374
,815,0,0.9893778
,816,0,0.98938173
,817,0,0.9894343
,818,0,0.99023116
,819,1,0.67100173
,820,1,0.83247364
,821,1,0.86382437
,822,0,0.9723907
,823,0,0.98880786
,824,1,0.7090646
,825,0,0.9746935
,826,0,0.9889637
,827,0,0.98832166
,828,0,0.99033564
,829,1,0.65511906
,830,1,0.8074733
,831,0,0.97344375
,832,0,0.9879157
,833,0,0.9904469
,834,0,0.9894062
,835,0,0.9892958
,836,0,0.98935086
,837,0,0.98838043
,838,0,0.9903893
,839,0,0.9892295
,840,1,0.7080505
,841,0,0.9745335
,842,1,0.65869266
,843,1,0.8137291
,844,1,0.84880227
,845,1,0.8593787
,846,1,0.8592183
,847,1,0.85209554
,848,0,0.97150123
,849,1,0.6828088
,850,0,0.9755219
,851,1,0.68947625
,852,1,0.81947714
,853,1,0.8540668
,854,1,0.87752444
,855,0,0.9332774
,856,1,0.70209706
,857,1,0.79781884
,858,0,0.9730698
,859,0,0.9889418
,860,0,0.98934585
,861,0,0.9882452
,862,0,0.9884547
,863,0,0.9620547
,864,1,0.8770232
,865,0,0.94543236
,866,1,0.9641795
,867,1,0.90498483
,868,0,0.9598198
,869,0,0.9886453
,870,0,0.98934937
,871,0,0.98838174
,872,0,0.9903558
,873,0,0.988345
,874,0,0.990357
,875,0,0.98835456
,876,0,0.9903552
,877,0,0.9883444
,878,0,0.99034864
,879,0,0.98820215
,880,0,0.98752755
,881,0,0.9060724
,882,0,0.98807687
,883,0,0.989315
,884,0,0.9894648
,885,0,0.9894389
,886,0,0.9893792
,887,0,0.9894258
,888,0,0.9892952
,889,0,0.98933023
,890,0,0.9880091
,891,0,0.98624414
,892,0,0.9681214
,893,0,0.98911244
,894,0,0.98907083
,895,0,0.9905702
,896,1,0.6843035
,897,1,0.8148677
,898,0,0.9702404
,899,0,0.9891716
,900,0,0.99043804
,901,0,0.98935616
,902,0,0.9893521
,903,0,0.98825204
,904,0,0.98857194
,905,0,0.9647802
,906,0,0.9890145
,907,0,0.98907495
,908,0,0.99043494
,909,0,0.9881922
,910,1,0.91168684
,911,0,0.9279083
,912,0,0.9895774
,913,0,0.9891181
,914,0,0.99044746
,915,0,0.9893256
,916,0,0.98828787
,917,0,0.98935497
,918,1,0.7436941
,919,0,0.9309416
,920,0,0.9898964
,921,0,0.98953676
,922,0,0.9892834
,923,0,0.98718905
,924,0,0.9564211
,925,1,0.8996859
,926,1,0.8596245
,927,1,0.8601208
,928,0,0.9727869
,929,0,0.988908
,930,1,0.65583545
,931,1,0.8072616
,932,0,0.97372496
,933,1,0.68545413
,934,0,0.9765085
,935,0,0.98884284
,936,0,0.9855863
,937,1,0.8794329
,938,0,0.97316706
,939,0,0.98817635
,940,0,0.9902864
,941,0,0.98637235
,942,1,0.9742172
,943,0,0.93477976
,944,0,0.9888503
,945,0,0.9883648
,946,0,0.9894669
,947,0,0.99043554
,948,0,0.98930305
,949,0,0.9872371
,950,0,0.96067256
,951,0,0.9898324
,952,1,0.98944116
,953,0,0.9495651
,954,0,0.98874646
,955,0,0.99040323
,956,0,0.98823726
,957,0,0.98939466
,958,0,0.98999846
,959,1,0.8842019
,960,0,0.9739394
,961,0,0.9888886
,962,0,0.9893137
,963,0,0.98917174
,964,0,0.9893514
,965,0,0.98828447
,966,0,0.98942775
,967,0,0.99040717
,968,0,0.9883489
,969,0,0.9903492
,970,0,0.98824346
,971,0,0.9894344
,972,0,0.9905071
,973,0,0.98941183
,974,0,0.9893762
,975,0,0.98931557
,976,0,0.9849041
,977,0,0.9676994
,978,0,0.9891069
,979,0,0.9902159
,980,0,0.9894166
,981,0,0.9892667
,982,0,0.98838276
,983,0,0.990452
,984,0,0.98938316
,985,0,0.9882862
,986,0,0.9903772
,987,0,0.98933053
,988,0,0.98838127
,989,0,0.9903612
,990,0,0.9883482
,991,0,0.9903809
,992,0,0.9893303
,993,0,0.9883806
,994,0,0.9903535
,995,0,0.98823583
,996,0,0.98942643
,997,0,0.99043465
,998,0,0.9893593
,999,0,0.98880863
,1000,1,0.860991
,1001,0,0.96425277
,1002,0,0.98892707
,1003,0,0.98935735
,1004,0,0.9884449
,1005,0,0.9607079
,1006,0,0.99026716
,1007,0,0.9884347
,1008,0,0.9900505
,1009,1,0.683538
,1010,0,0.97249603
,1011,0,0.98909235
,1012,0,0.989487
,1013,0,0.9904114
,1014,0,0.9883494
,1015,0,0.9903778
,1016,0,0.9893594
,1017,0,0.989361
,1018,0,0.9883823
,1019,0,0.9903818
,1020,0,0.9893523
,1021,0,0.98935455
,1022,0,0.9883791
,1023,0,0.990379
,1024,0,0.98936766
,1025,0,0.98946476
,1026,0,0.989399
,1027,0,0.9881642
,1028,0,0.98931175
,1029,0,0.98936087
,1030,0,0.9885484
,1031,0,0.9628481
,1032,1,0.866105
,1033,0,0.97294366
,1034,0,0.99012196
,1035,1,0.7120647
,1036,0,0.9668133
,1037,0,0.9022552
,1038,0,0.9869337
,1039,0,0.990395
,1040,0,0.98936826
,1041,0,0.98942405
,1042,1,0.652391
,1043,0,0.97698563
,1044,0,0.98786217
,1045,0,0.9893112
,1046,0,0.9893827
,1047,0,0.9894872
,1048,0,0.9904108
,1049,0,0.9882982
,1050,0,0.99033487
,1051,1,0.65511423
,1052,1,0.8074514
,1053,0,0.9735153
,1054,0,0.98896116
,1055,0,0.98946
,1056,0,0.989431
,1057,0,0.9892962
,1058,0,0.98934764
,1059,0,0.98826015
,1060,0,0.98931634
,1061,0,0.9893726
,1062,0,0.98936164
,1063,0,0.9891593
,1064,0,0.98642546
,1065,0,0.9682893
,1066,0,0.98904854
,1067,0,0.9890765
,1068,0,0.9904419
,1069,0,0.98933065
,1070,0,0.9883874
,1071,0,0.99045295
,1072,0,0.98941416
,1073,0,0.98937815
,1074,0,0.98939717
,1075,0,0.9882833
,1076,0,0.9903451
,1077,0,0.98823357
,1078,0,0.98932475
,1079,0,0.9894853
,1080,0,0.99044776
,1081,0,0.98939776
,1082,1,0.652382
,1083,0,0.97705424
,1084,0,0.989024
,1085,0,0.9893561
,1086,0,0.98838305
,1087,0,0.99038935
,1088,0,0.9894346
,1089,0,0.98940706
,1090,0,0.988286
,1091,0,0.9903483
,1092,0,0.9882263
,1093,0,0.9893161
,1094,0,0.9893825
,1095,0,0.989487
,1096,0,0.9904082
,1097,0,0.9882312
,1098,0,0.9893246
,1099,0,0.98948395
,1100,0,0.990436
,1101,0,0.98932576
,1102,0,0.9882695
,1103,0,0.98942727
,1104,0,0.9904333
,1105,0,0.9893343
,1106,0,0.98839027
,1107,0,0.990458
,1108,0,0.9894806
,1109,0,0.9894196
,1110,0,0.98935026
,1111,0,0.9893804
,1112,0,0.9893944
,1113,0,0.9881747
,1114,0,0.98943025
,1115,0,0.99050653
,1116,0,0.9894031
,1117,0,0.9892651
,1118,0,0.9882651
,1119,0,0.989427
,1120,0,0.990413
,1121,0,0.9883609
,1122,0,0.99045527
,1123,0,0.98939943
,1124,0,0.98929805
,1125,0,0.98939157
,1126,0,0.98941314
,1127,1,0.65363187
,1128,0,0.97378457
,1129,0,0.985966
,1130,0,0.9670679
,1131,1,0.687553
,1132,0,0.9618763
,1133,0,0.9889018
,1134,0,0.9900981
,1135,1,0.68050534
,1136,0,0.97531223
,1137,0,0.9878404
,1138,0,0.98931026
,1139,0,0.98937386
,1140,0,0.9893775
,1141,0,0.98937774
,1142,0,0.98937774
,1143,0,0.98937774
,1144,0,0.9893778
,1145,0,0.98937845
,1146,0,0.9893872
,1147,0,0.98949593
,1148,0,0.99051017
,1149,0,0.98937553
,1150,0,0.98829204
,1151,0,0.9904477
,1152,0,0.98937386
,1153,0,0.9881634
,1154,0,0.9892937
,1155,0,0.9884559
,1156,0,0.9610654
,1157,0,0.9901689
,1158,0,0.9901384
,1159,0,0.9892932
,1160,0,0.9882591
,1161,0,0.98931706
,1162,0,0.98938257
,1163,0,0.98948765
,1164,0,0.9904363
,1165,0,0.9893289
,1166,0,0.9883872
,1167,0,0.99045163
,1168,0,0.9893571
,1169,0,0.98790836
,1170,0,0.9861333
,1171,0,0.9646255
,1172,0,0.9904052
,1173,0,0.9895459
,1174,0,0.989421
,1175,0,0.9895078
,1176,0,0.9893083
,1177,0,0.98816687
,1178,0,0.98932046
,1179,0,0.98948306
,1180,0,0.9904081
,1181,0,0.9882407
,1182,0,0.9894344
,1183,0,0.990509
,1184,0,0.989485
,1185,0,0.9894187
,1186,0,0.989319
,1187,0,0.98828614
,1188,0,0.99026763
,1189,0,0.98477703
,1190,0,0.9644844
,1191,0,0.990082
,1192,0,0.9890183
,1193,0,0.9893879
,1194,0,0.98937994
,1195,0,0.9893864
,1196,0,0.9894834
,1197,0,0.99039036
,1198,0,0.9891878
,1199,0,0.9893508
,1200,0,0.98827213
,1201,0,0.9893175
,1202,0,0.98937386
,1203,0,0.9893775
,1204,0,0.9893777
,1205,0,0.9893765
,1206,0,0.9893601
,1207,0,0.98912793
,1208,0,0.98576325
,1209,0,0.9548027
,1210,0,0.9669029
,1211,0,0.9897682
,1212,0,0.9890369
,1213,0,0.9893899
,1214,0,0.98937947
,1215,0,0.9893779
,1216,0,0.98937786
,1217,0,0.98937845
,1218,0,0.98938656
,1219,0,0.9894873
,1220,0,0.9904081
,1221,0,0.98823047
,1222,0,0.9893155
,1223,0,0.98935515
,1224,0,0.98844475
,1225,0,0.9607003
,1226,0,0.9902642
,1227,0,0.9883819
,1228,0,0.9893653
,1229,0,0.9894873
,1230,0,0.9904342
,1231,0,0.98934746
,1232,0,0.9893834
,1233,0,0.989384
,1234,0,0.9893519
,1235,0,0.98824066
,1236,0,0.98839235
,1237,0,0.9610002
,1238,0,0.99016863
,1239,0,0.9901404
,1240,0,0.9890848
,1241,0,0.5583533
,1242,0,0.98098505
,1243,0,0.9890854
,1244,0,0.9873516
,1245,0,0.96258837
,1246,1,0.8881277
,1247,0,0.9564608
,1248,0,0.9875123
,1249,0,0.9904452
,1250,0,0.9894765
,1251,0,0.9892907
,1252,0,0.9873362
